time,latitude,longitude,sea_surface_temperature,sea_surface_temperature_anomaly
2005-07-15 23:00:00+00:00,31.374998,-80.875,28.83,1.04
2005-07-15 23:00:00+00:00,31.374998,-80.924995,28.87,1.04
2005-07-15 23:00:00+00:00,31.425001,-80.825,28.82,1.05
2005-07-15 23:00:00+00:00,31.425001,-80.924995,28.92,1.05
2005-07-15 23:00:00+00:00,31.425001,-80.875,28.87,1.04
2005-08-15 23:00:00+00:00,31.425001,-80.924995,29.77,1.57
2005-08-15 23:00:00+00:00,31.425001,-80.875,29.75,1.58
2005-08-15 23:00:00+00:00,31.425001,-80.825,29.71,1.58
2005-08-15 23:00:00+00:00,31.374998,-80.924995,29.75,1.57
2005-08-15 23:00:00+00:00,31.374998,-80.875,29.72,1.58
2005-08-15 23:00:00+00:00,31.374998,-80.825,29.68,1.58
2005-09-15 23:00:00+00:00,31.374998,-80.825,27.92,0.81
2005-09-15 23:00:00+00:00,31.374998,-80.875,27.93,0.82
2005-09-15 23:00:00+00:00,31.374998,-80.924995,27.93,0.84
2005-09-15 23:00:00+00:00,31.425001,-80.825,27.9,0.81
2005-09-15 23:00:00+00:00,31.425001,-80.875,27.9,0.82
2005-09-15 23:00:00+00:00,31.425001,-80.924995,27.9,0.84
2005-10-15 23:00:00+00:00,31.425001,-80.924995,25.42,1.46
2005-10-15 23:00:00+00:00,31.425001,-80.875,25.51,1.49
2005-10-15 23:00:00+00:00,31.425001,-80.825,25.59,1.51
2005-10-15 23:00:00+00:00,31.374998,-80.924995,25.48,1.45
2005-10-15 23:00:00+00:00,31.374998,-80.875,25.56,1.49
2005-10-15 23:00:00+00:00,31.374998,-80.825,25.64,1.5
2005-11-16 00:00:00+00:00,31.374998,-80.825,20.94,-0.22
2005-11-16 00:00:00+00:00,31.374998,-80.875,20.81,-0.29
2005-11-16 00:00:00+00:00,31.374998,-80.924995,20.66,-0.38
2005-11-16 00:00:00+00:00,31.425001,-80.825,20.83,-0.28
2005-11-16 00:00:00+00:00,31.425001,-80.875,20.69,-0.34
2005-11-16 00:00:00+00:00,31.425001,-80.924995,20.54,-0.42
2005-12-16 00:00:00+00:00,31.425001,-80.924995,16.46,-2.5
2005-12-16 00:00:00+00:00,31.425001,-80.875,16.62,-2.37
2005-12-16 00:00:00+00:00,31.425001,-80.825,16.78,-2.26
2005-12-16 00:00:00+00:00,31.374998,-80.924995,16.52,-2.51
2005-12-16 00:00:00+00:00,31.374998,-80.875,16.68,-2.38
2005-12-16 00:00:00+00:00,31.374998,-80.825,16.85,-2.27
2006-01-16 00:00:00+00:00,31.374998,-80.825,15.28,-3.14
2006-01-16 00:00:00+00:00,31.374998,-80.875,15.22,-3.19
2006-01-16 00:00:00+00:00,31.374998,-80.924995,15.19,-3.27
2006-01-16 00:00:00+00:00,31.425001,-80.825,15.24,-3.12
2006-01-16 00:00:00+00:00,31.425001,-80.875,15.19,-3.18
2006-01-16 00:00:00+00:00,31.425001,-80.924995,15.16,-3.26
2006-02-16 00:00:00+00:00,31.425001,-80.924995,13.83,-3.72
2006-02-16 00:00:00+00:00,31.425001,-80.875,13.88,-3.7
2006-02-16 00:00:00+00:00,31.425001,-80.825,13.94,-3.69
2006-02-16 00:00:00+00:00,31.374998,-80.924995,13.9,-3.76
2006-02-16 00:00:00+00:00,31.374998,-80.875,13.95,-3.74
2006-02-16 00:00:00+00:00,31.374998,-80.825,14.02,-3.73
2006-03-16 00:00:00+00:00,31.374998,-80.825,15.31,-1.94
2006-03-16 00:00:00+00:00,31.374998,-80.875,15.3,-1.88
2006-03-16 00:00:00+00:00,31.374998,-80.924995,15.3,-1.83
2006-03-16 00:00:00+00:00,31.425001,-80.875,15.24,-1.88
2006-03-16 00:00:00+00:00,31.425001,-80.924995,15.24,-1.81
2006-03-16 00:00:00+00:00,31.425001,-80.825,15.25,-1.94
2006-04-15 23:00:00+00:00,31.425001,-80.924995,19.16,0.11
2006-04-15 23:00:00+00:00,31.425001,-80.875,19.11,0.06
2006-04-15 23:00:00+00:00,31.425001,-80.825,19.07,0.01
2006-04-15 23:00:00+00:00,31.374998,-80.924995,19.18,0.09
2006-04-15 23:00:00+00:00,31.374998,-80.875,19.13,0.03
2006-04-15 23:00:00+00:00,31.374998,-80.825,19.09,-0.03
2006-05-15 23:00:00+00:00,31.374998,-80.875,22.85,0.12
2006-05-15 23:00:00+00:00,31.374998,-80.825,22.81,0.09
2006-05-15 23:00:00+00:00,31.425001,-80.825,22.77,0.07
2006-05-15 23:00:00+00:00,31.425001,-80.875,22.81,0.08
2006-05-15 23:00:00+00:00,31.425001,-80.924995,22.87,0.09
2006-05-15 23:00:00+00:00,31.374998,-80.924995,22.91,0.13
2006-06-15 23:00:00+00:00,31.425001,-80.924995,26.73,0.7
2006-06-15 23:00:00+00:00,31.425001,-80.875,26.66,0.68
2006-06-15 23:00:00+00:00,31.425001,-80.825,26.59,0.66
2006-06-15 23:00:00+00:00,31.374998,-80.924995,26.71,0.69
2006-06-15 23:00:00+00:00,31.374998,-80.875,26.64,0.66
2006-06-15 23:00:00+00:00,31.374998,-80.825,26.56,0.63
2006-07-15 23:00:00+00:00,31.374998,-80.924995,28.81,0.98
2006-07-15 23:00:00+00:00,31.425001,-80.924995,28.84,0.98
2006-07-15 23:00:00+00:00,31.425001,-80.875,28.76,0.95
2006-07-15 23:00:00+00:00,31.425001,-80.825,28.67,0.91
2006-07-15 23:00:00+00:00,31.374998,-80.875,28.73,0.95
2006-07-15 23:00:00+00:00,31.374998,-80.825,28.64,0.9
2006-08-15 23:00:00+00:00,31.374998,-80.875,28.91,0.76
2006-08-15 23:00:00+00:00,31.374998,-80.924995,29.04,0.85
2006-08-15 23:00:00+00:00,31.374998,-80.825,28.78,0.66
2006-08-15 23:00:00+00:00,31.425001,-80.875,28.97,0.79
2006-08-15 23:00:00+00:00,31.425001,-80.924995,29.1,0.9
2006-08-15 23:00:00+00:00,31.425001,-80.825,28.84,0.72
2006-09-15 23:00:00+00:00,31.374998,-80.825,28.01,0.89
2006-09-15 23:00:00+00:00,31.374998,-80.875,28.04,0.93
2006-09-15 23:00:00+00:00,31.374998,-80.924995,28.05,0.96
2006-09-15 23:00:00+00:00,31.425001,-80.875,28.01,0.93
2006-09-15 23:00:00+00:00,31.425001,-80.924995,28.02,0.96
2006-09-15 23:00:00+00:00,31.425001,-80.825,27.99,0.89
2006-10-15 23:00:00+00:00,31.425001,-80.924995,24.73,0.78
2006-10-15 23:00:00+00:00,31.425001,-80.875,24.84,0.82
2006-10-15 23:00:00+00:00,31.425001,-80.825,24.93,0.85
2006-10-15 23:00:00+00:00,31.374998,-80.924995,24.8,0.79
2006-10-15 23:00:00+00:00,31.374998,-80.875,24.9,0.83
2006-10-15 23:00:00+00:00,31.374998,-80.825,24.99,0.85
2006-11-16 00:00:00+00:00,31.425001,-80.924995,19.26,-1.7
2006-11-16 00:00:00+00:00,31.425001,-80.875,19.46,-1.57
2006-11-16 00:00:00+00:00,31.425001,-80.825,19.64,-1.45
2006-11-16 00:00:00+00:00,31.374998,-80.924995,19.38,-1.66
2006-11-16 00:00:00+00:00,31.374998,-80.875,19.57,-1.53
2006-11-16 00:00:00+00:00,31.374998,-80.825,19.76,-1.42
2006-12-16 00:00:00+00:00,31.374998,-80.924995,17.19,-1.83
2006-12-16 00:00:00+00:00,31.425001,-80.825,17.51,-1.53
2006-12-16 00:00:00+00:00,31.374998,-80.875,17.41,-1.66
2006-12-16 00:00:00+00:00,31.425001,-80.924995,17.09,-1.87
2006-12-16 00:00:00+00:00,31.425001,-80.875,17.28,-1.7
2006-12-16 00:00:00+00:00,31.374998,-80.825,17.65,-1.45
2007-01-16 00:00:00+00:00,31.374998,-80.825,17.42,-1.0
2007-01-16 00:00:00+00:00,31.374998,-80.924995,16.89,-1.57
2007-01-16 00:00:00+00:00,31.374998,-80.875,17.14,-1.29
2007-01-16 00:00:00+00:00,31.425001,-80.875,17.02,-1.35
2007-01-16 00:00:00+00:00,31.425001,-80.924995,16.79,-1.63
2007-01-16 00:00:00+00:00,31.425001,-80.825,17.3,-1.06
2007-02-16 00:00:00+00:00,31.425001,-80.924995,14.63,-2.92
2007-02-16 00:00:00+00:00,31.425001,-80.875,14.85,-2.74
2007-02-16 00:00:00+00:00,31.425001,-80.825,15.08,-2.57
